2023-11-14 18:48:50.324222;2023-11-14 18:48:50.370738;2023-11-14 18:48:50.405240;2023-11-14 18:48:50.405240;2023-11-14 18:48:50.451544;2023-11-14 18:48:50.600068
2023-11-14 18:48:50.602067;2023-11-14 18:48:50.644321;2023-11-14 18:48:50.680232;2023-11-14 18:48:50.680232;2023-11-14 18:48:50.723738;2023-11-14 18:48:50.759664
2023-11-14 18:48:50.760703;2023-11-14 18:48:50.800034;2023-11-14 18:48:50.834538;2023-11-14 18:48:50.834538;2023-11-14 18:48:50.876630;2023-11-14 18:48:51.033626
2023-11-14 18:48:51.034625;2023-11-14 18:48:51.073118;2023-11-14 18:48:51.113195;2023-11-14 18:48:51.113195;2023-11-14 18:48:51.158004;2023-11-14 18:48:51.193921
2023-11-14 18:48:51.194917;2023-11-14 18:48:51.232087;2023-11-14 18:48:51.272368;2023-11-14 18:48:51.272368;2023-11-14 18:48:51.317757;2023-11-14 18:48:51.355433
2023-11-14 18:48:51.356416;2023-11-14 18:48:51.400413;2023-11-14 18:48:51.443232;2023-11-14 18:48:51.443232;2023-11-14 18:48:51.500725;2023-11-14 18:48:51.536394
2023-11-14 18:48:51.537394;2023-11-14 18:48:51.569373;2023-11-14 18:48:51.603219;2023-11-14 18:48:51.603219;2023-11-14 18:48:51.639695;2023-11-14 18:48:51.801442
2023-11-14 18:48:51.803427;2023-11-14 18:48:51.851616;2023-11-14 18:48:51.892558;2023-11-14 18:48:51.892558;2023-11-14 18:48:51.940632;2023-11-14 18:48:52.098556
2023-11-14 18:48:52.100552;2023-11-14 18:48:52.144853;2023-11-14 18:48:52.183755;2023-11-14 18:48:52.183755;2023-11-14 18:48:52.238073;2023-11-14 18:48:52.386674
2023-11-14 18:48:52.387682;2023-11-14 18:48:52.429020;2023-11-14 18:48:52.468800;2023-11-14 18:48:52.468800;2023-11-14 18:48:52.516301;2023-11-14 18:48:52.673063
2023-11-14 18:48:52.674061;2023-11-14 18:48:52.717353;2023-11-14 18:48:52.758940;2023-11-14 18:48:52.758940;2023-11-14 18:48:52.809937;2023-11-14 18:48:52.849668
2023-11-14 18:48:52.851621;2023-11-14 18:48:52.889907;2023-11-14 18:48:52.930668;2023-11-14 18:48:52.930668;2023-11-14 18:48:52.973420;2023-11-14 18:48:53.119882
2023-11-14 18:48:53.120846;2023-11-14 18:48:53.160645;2023-11-14 18:48:53.213063;2023-11-14 18:48:53.213201;2023-11-14 18:48:53.272854;2023-11-14 18:48:53.451713
2023-11-14 18:48:53.454059;2023-11-14 18:48:53.502352;2023-11-14 18:48:53.541592;2023-11-14 18:48:53.541592;2023-11-14 18:48:53.587272;2023-11-14 18:48:53.747941
2023-11-14 18:48:53.749452;2023-11-14 18:48:53.793267;2023-11-14 18:48:53.838972;2023-11-14 18:48:53.838972;2023-11-14 18:48:53.885786;2023-11-14 18:48:54.039301
2023-11-14 18:48:54.039301;2023-11-14 18:48:54.145415;2023-11-14 18:48:54.180518;2023-11-14 18:48:54.180518;2023-11-14 18:48:54.226002;2023-11-14 18:48:54.264943
2023-11-14 18:48:54.265943;2023-11-14 18:48:54.301169;2023-11-14 18:48:54.334373;2023-11-14 18:48:54.334373;2023-11-14 18:48:54.382669;2023-11-14 18:48:54.414453
2023-11-14 18:48:54.415822;2023-11-14 18:48:54.452437;2023-11-14 18:48:54.491004;2023-11-14 18:48:54.491004;2023-11-14 18:48:54.534075;2023-11-14 18:48:54.574298
2023-11-14 18:48:54.575300;2023-11-14 18:48:54.613975;2023-11-14 18:48:54.653369;2023-11-14 18:48:54.653369;2023-11-14 18:48:54.697657;2023-11-14 18:48:54.856582
2023-11-14 18:48:54.858592;2023-11-14 18:48:54.912362;2023-11-14 18:48:54.951411;2023-11-14 18:48:54.951411;2023-11-14 18:48:54.996078;2023-11-14 18:48:55.034038
2023-11-14 18:48:55.035462;2023-11-14 18:48:55.073722;2023-11-14 18:48:55.109683;2023-11-14 18:48:55.109683;2023-11-14 18:48:55.161769;2023-11-14 18:48:55.320349
2023-11-14 18:48:55.322347;2023-11-14 18:48:55.366276;2023-11-14 18:48:55.406491;2023-11-14 18:48:55.406491;2023-11-14 18:48:55.455466;2023-11-14 18:48:55.613387
2023-11-14 18:48:55.614386;2023-11-14 18:48:55.658785;2023-11-14 18:48:55.699305;2023-11-14 18:48:55.699305;2023-11-14 18:48:55.744699;2023-11-14 18:48:55.792577
2023-11-14 18:48:55.794011;2023-11-14 18:48:55.836774;2023-11-14 18:48:55.875416;2023-11-14 18:48:55.875416;2023-11-14 18:48:55.919257;2023-11-14 18:48:56.080781
2023-11-14 18:48:56.082779;2023-11-14 18:48:56.124122;2023-11-14 18:48:56.162830;2023-11-14 18:48:56.162830;2023-11-14 18:48:56.209696;2023-11-14 18:48:56.251721
2023-11-14 18:48:56.252722;2023-11-14 18:48:56.296115;2023-11-14 18:48:56.337143;2023-11-14 18:48:56.337143;2023-11-14 18:48:56.386733;2023-11-14 18:48:56.542741
2023-11-14 18:48:56.543743;2023-11-14 18:48:56.582415;2023-11-14 18:48:56.614950;2023-11-14 18:48:56.614950;2023-11-14 18:48:56.653480;2023-11-14 18:48:56.684271
2023-11-14 18:48:56.685465;2023-11-14 18:48:56.716940;2023-11-14 18:48:56.749136;2023-11-14 18:48:56.749136;2023-11-14 18:48:56.793860;2023-11-14 18:48:56.833588
2023-11-14 18:48:56.835472;2023-11-14 18:48:56.875026;2023-11-14 18:48:56.914578;2023-11-14 18:48:56.914578;2023-11-14 18:48:56.957995;2023-11-14 18:48:57.113033
2023-11-14 18:48:57.115033;2023-11-14 18:48:57.159252;2023-11-14 18:48:57.194715;2023-11-14 18:48:57.194715;2023-11-14 18:48:57.240865;2023-11-14 18:48:57.278470
2023-11-14 18:48:57.280872;2023-11-14 18:48:57.319509;2023-11-14 18:48:57.358619;2023-11-14 18:48:57.358619;2023-11-14 18:48:57.405490;2023-11-14 18:48:57.444301
2023-11-14 18:48:57.445302;2023-11-14 18:48:57.482157;2023-11-14 18:48:57.520319;2023-11-14 18:48:57.520319;2023-11-14 18:48:57.565500;2023-11-14 18:48:57.606780
2023-11-14 18:48:57.608062;2023-11-14 18:48:57.646857;2023-11-14 18:48:57.684502;2023-11-14 18:48:57.684502;2023-11-14 18:48:57.725963;2023-11-14 18:48:57.877002
2023-11-14 18:48:57.879003;2023-11-14 18:48:57.916668;2023-11-14 18:48:57.956012;2023-11-14 18:48:57.956012;2023-11-14 18:48:57.992792;2023-11-14 18:48:58.155938
2023-11-14 18:48:58.156936;2023-11-14 18:48:58.198338;2023-11-14 18:48:58.240116;2023-11-14 18:48:58.240116;2023-11-14 18:48:58.288503;2023-11-14 18:48:58.435424
2023-11-14 18:48:58.436424;2023-11-14 18:48:58.476305;2023-11-14 18:48:58.516465;2023-11-14 18:48:58.516465;2023-11-14 18:48:58.561025;2023-11-14 18:48:58.842653
2023-11-14 18:48:58.845655;2023-11-14 18:48:58.891164;2023-11-14 18:48:58.930755;2023-11-14 18:48:58.930755;2023-11-14 18:48:58.980604;2023-11-14 18:48:59.136850
2023-11-14 18:48:59.138850;2023-11-14 18:48:59.277507;2023-11-14 18:48:59.316761;2023-11-14 18:48:59.316761;2023-11-14 18:48:59.365665;2023-11-14 18:48:59.528076
2023-11-14 18:48:59.529076;2023-11-14 18:48:59.568248;2023-11-14 18:48:59.605406;2023-11-14 18:48:59.605406;2023-11-14 18:48:59.647266;2023-11-14 18:48:59.687518
2023-11-14 18:48:59.688517;2023-11-14 18:48:59.729859;2023-11-14 18:48:59.774208;2023-11-14 18:48:59.774208;2023-11-14 18:48:59.822741;2023-11-14 18:48:59.978937
2023-11-14 18:48:59.979936;2023-11-14 18:49:00.030948;2023-11-14 18:49:00.071468;2023-11-14 18:49:00.071468;2023-11-14 18:49:00.115272;2023-11-14 18:49:00.272804
2023-11-14 18:49:00.274799;2023-11-14 18:49:00.315915;2023-11-14 18:49:00.356601;2023-11-14 18:49:00.356601;2023-11-14 18:49:00.407185;2023-11-14 18:49:00.449653
2023-11-14 18:49:00.451663;2023-11-14 18:49:00.499885;2023-11-14 18:49:00.535598;2023-11-14 18:49:00.536688;2023-11-14 18:49:00.580585;2023-11-14 18:49:00.622578
2023-11-14 18:49:00.623578;2023-11-14 18:49:00.663601;2023-11-14 18:49:00.699420;2023-11-14 18:49:00.699420;2023-11-14 18:49:00.745042;2023-11-14 18:49:00.897665
2023-11-14 18:49:00.900667;2023-11-14 18:49:00.942667;2023-11-14 18:49:00.978078;2023-11-14 18:49:00.978078;2023-11-14 18:49:01.025521;2023-11-14 18:49:01.178241
2023-11-14 18:49:01.179240;2023-11-14 18:49:01.223239;2023-11-14 18:49:01.265740;2023-11-14 18:49:01.265740;2023-11-14 18:49:01.318694;2023-11-14 18:49:01.474150
2023-11-14 18:49:01.476154;2023-11-14 18:49:01.520242;2023-11-14 18:49:01.557901;2023-11-14 18:49:01.557901;2023-11-14 18:49:01.604410;2023-11-14 18:49:01.643064
2023-11-14 18:49:01.644072;2023-11-14 18:49:01.681166;2023-11-14 18:49:01.719458;2023-11-14 18:49:01.719458;2023-11-14 18:49:01.764420;2023-11-14 18:49:01.927046
2023-11-14 18:49:01.928044;2023-11-14 18:49:01.974978;2023-11-14 18:49:02.014419;2023-11-14 18:49:02.014419;2023-11-14 18:49:02.063379;2023-11-14 18:49:02.225784
2023-11-14 18:49:02.227726;2023-11-14 18:49:02.275950;2023-11-14 18:49:02.318106;2023-11-14 18:49:02.318106;2023-11-14 18:49:02.373959;2023-11-14 18:49:02.414959
2023-11-14 18:49:02.415959;2023-11-14 18:49:02.452578;2023-11-14 18:49:02.492282;2023-11-14 18:49:02.492282;2023-11-14 18:49:02.554972;2023-11-14 18:49:02.603470
2023-11-14 18:49:02.604806;2023-11-14 18:49:02.768682;2023-11-14 18:49:02.807709;2023-11-14 18:49:02.807709;2023-11-14 18:49:02.859209;2023-11-14 18:49:02.897380
2023-11-14 18:49:02.899551;2023-11-14 18:49:02.941554;2023-11-14 18:49:02.982929;2023-11-14 18:49:02.982929;2023-11-14 18:49:03.026720;2023-11-14 18:49:03.186501
2023-11-14 18:49:03.188500;2023-11-14 18:49:03.236018;2023-11-14 18:49:03.276256;2023-11-14 18:49:03.276256;2023-11-14 18:49:03.322875;2023-11-14 18:49:03.365886
2023-11-14 18:49:03.368001;2023-11-14 18:49:03.413816;2023-11-14 18:49:03.456689;2023-11-14 18:49:03.456689;2023-11-14 18:49:03.499159;2023-11-14 18:49:03.647117
2023-11-14 18:49:03.648115;2023-11-14 18:49:03.693051;2023-11-14 18:49:03.733610;2023-11-14 18:49:03.734877;2023-11-14 18:49:03.782863;2023-11-14 18:49:03.945245
2023-11-14 18:49:03.946166;2023-11-14 18:49:03.992037;2023-11-14 18:49:04.033503;2023-11-14 18:49:04.033503;2023-11-14 18:49:04.083869;2023-11-14 18:49:04.127011
2023-11-14 18:49:04.129034;2023-11-14 18:49:04.172223;2023-11-14 18:49:04.217276;2023-11-14 18:49:04.217276;2023-11-14 18:49:04.264369;2023-11-14 18:49:04.416102
2023-11-14 18:49:04.419102;2023-11-14 18:49:04.487686;2023-11-14 18:49:04.529420;2023-11-14 18:49:04.529420;2023-11-14 18:49:04.581864;2023-11-14 18:49:04.616970
2023-11-14 18:49:04.617903;2023-11-14 18:49:04.653599;2023-11-14 18:49:04.689766;2023-11-14 18:49:04.689766;2023-11-14 18:49:04.746613;2023-11-14 18:49:04.781044
2023-11-14 18:49:04.782971;2023-11-14 18:49:04.820540;2023-11-14 18:49:04.860215;2023-11-14 18:49:04.860215;2023-11-14 18:49:04.899346;2023-11-14 18:49:05.177257
2023-11-14 18:49:05.178256;2023-11-14 18:49:05.220471;2023-11-14 18:49:05.280945;2023-11-14 18:49:05.280945;2023-11-14 18:49:05.329668;2023-11-14 18:49:05.364760
2023-11-14 18:49:05.365760;2023-11-14 18:49:05.408924;2023-11-14 18:49:05.445924;2023-11-14 18:49:05.445924;2023-11-14 18:49:05.495439;2023-11-14 18:49:05.536440
2023-11-14 18:49:05.538443;2023-11-14 18:49:05.581965;2023-11-14 18:49:05.622965;2023-11-14 18:49:05.622965;2023-11-14 18:49:05.683497;2023-11-14 18:49:05.843618
2023-11-14 18:49:05.844628;2023-11-14 18:49:05.880265;2023-11-14 18:49:05.918854;2023-11-14 18:49:05.918854;2023-11-14 18:49:05.976925;2023-11-14 18:49:06.129635
